DNA Pattern Finder Report
Source file: BRCA1_FASTA.txt

Sequence length: 126033 bases
A: 35147    C: 27208    G: 28369    T: 35309
GC content: 44.1%

Last motif searched: (none)
Motif occurrences: n/a

Number of ORFs found (forward strand): 1891
1) start: 251, stop: 460, length: 210 bases
1192) start: 81009, stop: 81098, length: 90 bases
1193) start: 81039, stop: 81098, length: 60 bases
1194) start: 81198, stop: 81227, length: 30 bases
1195) start: 81345, stop: 81401, length: 57 bases
1196) start: 81456, stop: 81560, length: 105 bases
1197) start: 81517, stop: 81522, length: 6 bases
1198) start: 81540, stop: 81560, length: 21 bases
1199) start: 81574, stop: 81630, length: 57 bases
1200) start: 81664, stop: 81732, length: 69 bases
1201) start: 81667, stop: 81732, length: 66 bases
1202) start: 81677, stop: 81700, length: 24 bases
1203) start: 81701, stop: 81721, length: 21 bases
1204) start: 81741, stop: 81803, length: 63 bases
1205) start: 81789, stop: 81803, length: 15 bases
1206) start: 81846, stop: 81884, length: 39 bases
1207) start: 81853, stop: 81870, length: 18 bases
1208) start: 81867, stop: 81884, length: 18 bases
1209) start: 81974, stop: 82036, length: 63 bases
1210) start: 82018, stop: 82062, length: 45 bases
1211) start: 82036, stop: 82062, length: 27 bases
1212) start: 82059, stop: 82082, length: 24 bases
1213) start: 82062, stop: 82082, length: 21 bases
1214) start: 82092, stop: 82139, length: 48 bases
1215) start: 82117, stop: 82161, length: 45 bases
1216) start: 82141, stop: 82161, length: 21 bases
1217) start: 82150, stop: 82161, length: 12 bases
1218) start: 82184, stop: 82282, length: 99 bases
1219) start: 82525, stop: 82596, length: 72 bases
1220) start: 82528, stop: 82596, length: 69 bases
1221) start: 82558, stop: 82596, length: 39 bases
1222) start: 82669, stop: 82713, length: 45 bases
1223) start: 82748, stop: 83020, length: 273 bases
1224) start: 82794, stop: 82829, length: 36 bases
1225) start: 82804, stop: 82815, length: 12 bases
1226) start: 82848, stop: 82931, length: 84 bases
1227) start: 82991, stop: 83020, length: 30 bases
1228) start: 83017, stop: 83040, length: 24 bases
1229) start: 83041, stop: 83061, length: 21 bases
1230) start: 83080, stop: 83106, length: 27 bases
1231) start: 83183, stop: 83287, length: 105 bases
1232) start: 83222, stop: 83287, length: 66 bases
1233) start: 83246, stop: 83287, length: 42 bases
1234) start: 83321, stop: 83500, length: 180 bases
1235) start: 83426, stop: 83500, length: 75 bases
1236) start: 83485, stop: 83544, length: 60 bases
1237) start: 83500, stop: 83544, length: 45 bases
1238) start: 83541, stop: 83819, length: 279 bases
1239) start: 83555, stop: 83593, length: 39 bases
1240) start: 83684, stop: 83824, length: 141 bases
1241) start: 83724, stop: 83819, length: 96 bases
1242) start: 83897, stop: 83914, length: 18 bases
1243) start: 84050, stop: 84121, length: 72 bases
1244) start: 84082, stop: 84105, length: 24 bases
1245) start: 84105, stop: 84113, length: 9 bases
1246) start: 84116, stop: 84121, length: 6 bases
1247) start: 84158, stop: 84265, length: 108 bases
1248) start: 84219, stop: 84236, length: 18 bases
1249) start: 84223, stop: 84228, length: 6 bases
1250) start: 84246, stop: 84269, length: 24 bases
1251) start: 84335, stop: 84355, length: 21 bases
1252) start: 84352, stop: 84585, length: 234 bases
1253) start: 84408, stop: 84413, length: 6 bases
1254) start: 84455, stop: 84670, length: 216 bases
1255) start: 84462, stop: 84494, length: 33 bases
1256) start: 84489, stop: 84494, length: 6 bases
1257) start: 84494, stop: 84670, length: 177 bases
1258) start: 84498, stop: 84503, length: 6 bases
1259) start: 84681, stop: 84824, length: 144 bases
1260) start: 84742, stop: 84798, length: 57 bases
1261) start: 84771, stop: 84824, length: 54 bases
1262) start: 84814, stop: 84837, length: 24 bases
1263) start: 84850, stop: 84861, length: 12 bases
1264) start: 84855, stop: 84941, length: 87 bases
1265) start: 84876, stop: 84941, length: 66 bases
1266) start: 84885, stop: 84941, length: 57 bases
1267) start: 85085, stop: 85105, length: 21 bases
1268) start: 85094, stop: 85105, length: 12 bases
1269) start: 85114, stop: 85164, length: 51 bases
1270) start: 85129, stop: 85164, length: 36 bases
1271) start: 85164, stop: 85169, length: 6 bases
1272) start: 85289, stop: 85333, length: 45 bases
1273) start: 85404, stop: 85409, length: 6 bases
1274) start: 85409, stop: 85420, length: 12 bases
1275) start: 85428, stop: 85433, length: 6 bases
1276) start: 85433, stop: 85513, length: 81 bases
1277) start: 85488, stop: 85544, length: 57 bases
1278) start: 85544, stop: 85549, length: 6 bases
1279) start: 85576, stop: 85614, length: 39 bases
1280) start: 85709, stop: 85723, length: 15 bases
1281) start: 85776, stop: 85847, length: 72 bases
1282) start: 85850, stop: 85930, length: 81 bases
1283) start: 85961, stop: 85984, length: 24 bases
1284) start: 86061, stop: 86093, length: 33 bases
1285) start: 86141, stop: 86182, length: 42 bases
1286) start: 86192, stop: 86200, length: 9 bases
1287) start: 86307, stop: 86348, length: 42 bases
1288) start: 86558, stop: 86569, length: 12 bases
1289) start: 86683, stop: 86712, length: 30 bases
1290) start: 86709, stop: 86783, length: 75 bases
1291) start: 86714, stop: 86743, length: 30 bases
1292) start: 86729, stop: 86743, length: 15 bases
1293) start: 86740, stop: 86790, length: 51 bases
1294) start: 86830, stop: 86838, length: 9 bases
1295) start: 86884, stop: 86940, length: 57 bases
1296) start: 86891, stop: 86932, length: 42 bases
1297) start: 87035, stop: 87049, length: 15 bases
1298) start: 87107, stop: 87220, length: 114 bases
1299) start: 87271, stop: 87279, length: 9 bases
1300) start: 87331, stop: 87339, length: 9 bases
1301) start: 87345, stop: 87419, length: 75 bases
1302) start: 87352, stop: 87378, length: 27 bases
1303) start: 87380, stop: 87397, length: 18 bases
1304) start: 87399, stop: 87419, length: 21 bases
1305) start: 87413, stop: 87442, length: 30 bases
1306) start: 87443, stop: 87451, length: 9 bases
1307) start: 87578, stop: 87646, length: 69 bases
1308) start: 87593, stop: 87646, length: 54 bases
1309) start: 87597, stop: 87611, length: 15 bases
1310) start: 87680, stop: 87775, length: 96 bases
1311) start: 87698, stop: 87775, length: 78 bases
1312) start: 87765, stop: 87992, length: 228 bases
1313) start: 87798, stop: 87992, length: 195 bases
1314) start: 87829, stop: 87867, length: 39 bases
1315) start: 88020, stop: 88082, length: 63 bases
1316) start: 88038, stop: 88082, length: 45 bases
1317) start: 88048, stop: 88146, length: 99 bases
1318) start: 88116, stop: 88211, length: 96 bases
1319) start: 88147, stop: 88233, length: 87 bases
1320) start: 88152, stop: 88211, length: 60 bases
1321) start: 88163, stop: 88189, length: 27 bases
1322) start: 88174, stop: 88233, length: 60 bases
1323) start: 88217, stop: 88264, length: 48 bases
1324) start: 88261, stop: 88392, length: 132 bases
1325) start: 88322, stop: 88333, length: 12 bases
1326) start: 88395, stop: 88400, length: 6 bases
1327) start: 88453, stop: 88461, length: 9 bases
1328) start: 88481, stop: 88519, length: 39 bases
1329) start: 88508, stop: 88519, length: 12 bases
1330) start: 88524, stop: 88538, length: 15 bases
1331) start: 88547, stop: 88576, length: 30 bases
1332) start: 88602, stop: 88610, length: 9 bases
1333) start: 88611, stop: 88637, length: 27 bases
1334) start: 88626, stop: 88637, length: 12 bases
1335) start: 88707, stop: 88790, length: 84 bases
1336) start: 88716, stop: 88790, length: 75 bases
1337) start: 88733, stop: 88762, length: 30 bases
1338) start: 88748, stop: 88762, length: 15 bases
1339) start: 89011, stop: 89040, length: 30 bases
1340) start: 89027, stop: 89128, length: 102 bases
1341) start: 89041, stop: 89055, length: 15 bases
1342) start: 89085, stop: 89153, length: 69 bases
1343) start: 89178, stop: 89192, length: 15 bases
1344) start: 89194, stop: 89289, length: 96 bases
1345) start: 89291, stop: 89305, length: 15 bases
1346) start: 89392, stop: 89427, length: 36 bases
1347) start: 89706, stop: 89789, length: 84 bases
1348) start: 89793, stop: 89816, length: 24 bases
1349) start: 89930, stop: 89953, length: 24 bases
1350) start: 89986, stop: 90030, length: 45 bases
1351) start: 90096, stop: 90209, length: 114 bases
1352) start: 90134, stop: 90175, length: 42 bases
1353) start: 90170, stop: 90175, length: 6 bases
1354) start: 90177, stop: 90209, length: 33 bases
1355) start: 90193, stop: 90204, length: 12 bases
1356) start: 90201, stop: 90209, length: 9 bases
1357) start: 90293, stop: 90394, length: 102 bases
1358) start: 90330, stop: 90338, length: 9 bases
1359) start: 90435, stop: 90494, length: 60 bases
1360) start: 90468, stop: 90494, length: 27 bases
1361) start: 90475, stop: 90486, length: 12 bases
1362) start: 90491, stop: 90541, length: 51 bases
1363) start: 90550, stop: 90558, length: 9 bases
1364) start: 90555, stop: 90566, length: 12 bases
1365) start: 90744, stop: 90902, length: 159 bases
1366) start: 90806, stop: 90835, length: 30 bases
1367) start: 90817, stop: 91074, length: 258 bases
1368) start: 90853, stop: 91074, length: 222 bases
1369) start: 90902, stop: 91042, length: 141 bases
1370) start: 90941, stop: 91042, length: 102 bases
1371) start: 90961, stop: 91074, length: 114 bases
1372) start: 91046, stop: 91201, length: 156 bases
1373) start: 91071, stop: 91082, length: 12 bases
1374) start: 91157, stop: 91201, length: 45 bases
1375) start: 91193, stop: 91201, length: 9 bases
1376) start: 91217, stop: 91420, length: 204 bases
1377) start: 91311, stop: 91340, length: 30 bases
1378) start: 91430, stop: 91447, length: 18 bases
1379) start: 91449, stop: 91535, length: 87 bases
1380) start: 91513, stop: 91620, length: 108 bases
1381) start: 91620, stop: 91652, length: 33 bases
1382) start: 91649, stop: 91696, length: 48 bases
1383) start: 91735, stop: 91770, length: 36 bases
1384) start: 91767, stop: 91787, length: 21 bases
1385) start: 91795, stop: 91884, length: 90 bases
1386) start: 91865, stop: 91924, length: 60 bases
1387) start: 91900, stop: 91971, length: 72 bases
1388) start: 91952, stop: 91987, length: 36 bases
1389) start: 91962, stop: 92048, length: 87 bases
1390) start: 92042, stop: 92080, length: 39 bases
1391) start: 92181, stop: 92285, length: 105 bases
1392) start: 92392, stop: 92415, length: 24 bases
1393) start: 92532, stop: 92591, length: 60 bases
1394) start: 92687, stop: 92695, length: 9 bases
1395) start: 92713, stop: 92787, length: 75 bases
1396) start: 92860, stop: 92925, length: 66 bases
1397) start: 93001, stop: 93033, length: 33 bases
1398) start: 93023, stop: 93064, length: 42 bases
1399) start: 93069, stop: 93167, length: 99 bases
1400) start: 93120, stop: 93167, length: 48 bases
1401) start: 93174, stop: 93179, length: 6 bases
1402) start: 93186, stop: 93365, length: 180 bases
1403) start: 93207, stop: 93365, length: 159 bases
1404) start: 93220, stop: 93252, length: 33 bases
1405) start: 93240, stop: 93365, length: 126 bases
1406) start: 93277, stop: 93291, length: 15 bases
1407) start: 93294, stop: 93365, length: 72 bases
1408) start: 93306, stop: 93365, length: 60 bases
1409) start: 93624, stop: 93656, length: 33 bases
1410) start: 93854, stop: 93859, length: 6 bases
1411) start: 93862, stop: 93909, length: 48 bases
1412) start: 94032, stop: 94088, length: 57 bases
1413) start: 94039, stop: 94050, length: 12 bases
1414) start: 94057, stop: 94104, length: 48 bases
1415) start: 94088, stop: 94186, length: 99 bases
1416) start: 94121, stop: 94186, length: 66 bases
1417) start: 94285, stop: 94344, length: 60 bases
1418) start: 94363, stop: 94458, length: 96 bases
1419) start: 94406, stop: 94534, length: 129 bases
1420) start: 94512, stop: 94628, length: 117 bases
1421) start: 94567, stop: 94572, length: 6 bases
1422) start: 94959, stop: 94970, length: 12 bases
1423) start: 95002, stop: 95067, length: 66 bases
1424) start: 95036, stop: 95047, length: 12 bases
1425) start: 95073, stop: 95117, length: 45 bases
1426) start: 95085, stop: 95117, length: 33 bases
1427) start: 95584, stop: 95649, length: 66 bases
1428) start: 95610, stop: 95663, length: 54 bases
1429) start: 95617, stop: 95649, length: 33 bases
1430) start: 95646, stop: 95663, length: 18 bases
1431) start: 95711, stop: 95752, length: 42 bases
1432) start: 95727, stop: 96035, length: 309 bases
1433) start: 95749, stop: 95835, length: 87 bases
1434) start: 95777, stop: 95806, length: 30 bases
1435) start: 95822, stop: 95839, length: 18 bases
1436) start: 95836, stop: 95964, length: 129 bases
1437) start: 95850, stop: 96035, length: 186 bases
1438) start: 95920, stop: 95964, length: 45 bases
1439) start: 96084, stop: 96092, length: 9 bases
1440) start: 96099, stop: 96125, length: 27 bases
1441) start: 96210, stop: 96218, length: 9 bases
1442) start: 96222, stop: 96299, length: 78 bases
1443) start: 96234, stop: 96299, length: 66 bases
1444) start: 96259, stop: 96339, length: 81 bases
1445) start: 96370, stop: 96393, length: 24 bases
1446) start: 96427, stop: 96501, length: 75 bases
1447) start: 96661, stop: 96699, length: 39 bases
1448) start: 96691, stop: 96699, length: 9 bases
1449) start: 96699, stop: 96782, length: 84 bases
1450) start: 96709, stop: 96732, length: 24 bases
1451) start: 96724, stop: 96732, length: 9 bases
1452) start: 96745, stop: 96789, length: 45 bases
1453) start: 96749, stop: 96769, length: 21 bases
1454) start: 96759, stop: 96782, length: 24 bases
1455) start: 96846, stop: 96914, length: 69 bases
1456) start: 96861, stop: 96914, length: 54 bases
1457) start: 96907, stop: 96921, length: 15 bases
1458) start: 96926, stop: 96955, length: 30 bases
1459) start: 96941, stop: 96955, length: 15 bases
1460) start: 96952, stop: 96981, length: 30 bases
1461) start: 96981, stop: 97103, length: 123 bases
1462) start: 97015, stop: 97050, length: 36 bases
1463) start: 97033, stop: 97050, length: 18 bases
1464) start: 97179, stop: 97256, length: 78 bases
1465) start: 97213, stop: 97302, length: 90 bases
1466) start: 97282, stop: 97302, length: 21 bases
1467) start: 97330, stop: 97413, length: 84 bases
1468) start: 97408, stop: 97413, length: 6 bases
1469) start: 97563, stop: 97586, length: 24 bases
1470) start: 97617, stop: 97691, length: 75 bases
1471) start: 97732, stop: 97854, length: 123 bases
1472) start: 97858, stop: 98052, length: 195 bases
1473) start: 97886, stop: 98104, length: 219 bases
1474) start: 97978, stop: 98052, length: 75 bases
1475) start: 98067, stop: 98162, length: 96 bases
1476) start: 98123, stop: 98152, length: 30 bases
1477) start: 98354, stop: 98515, length: 162 bases
1478) start: 98359, stop: 98430, length: 72 bases
1479) start: 98521, stop: 98538, length: 18 bases
1480) start: 98630, stop: 98638, length: 9 bases
1481) start: 98635, stop: 98655, length: 21 bases
1482) start: 98718, stop: 98756, length: 39 bases
1483) start: 98810, stop: 98878, length: 69 bases
1484) start: 98913, stop: 99215, length: 303 bases
1485) start: 98972, stop: 98992, length: 21 bases
1486) start: 99132, stop: 99215, length: 84 bases
1487) start: 99291, stop: 99311, length: 21 bases
1488) start: 99296, stop: 99442, length: 147 bases
1489) start: 99362, stop: 99442, length: 81 bases
1490) start: 99368, stop: 99442, length: 75 bases
1491) start: 99415, stop: 99435, length: 21 bases
1492) start: 99428, stop: 99442, length: 15 bases
1493) start: 99464, stop: 99469, length: 6 bases
1494) start: 99593, stop: 99616, length: 24 bases
1495) start: 99652, stop: 99660, length: 9 bases
1496) start: 99754, stop: 99783, length: 30 bases
1497) start: 99801, stop: 99830, length: 30 bases
1498) start: 99858, stop: 99971, length: 114 bases
1499) start: 99925, stop: 100053, length: 129 bases
1500) start: 99934, stop: 100053, length: 120 bases
1501) start: 100094, stop: 100123, length: 30 bases
1502) start: 100104, stop: 100145, length: 42 bases
1503) start: 100194, stop: 100217, length: 24 bases
1504) start: 100248, stop: 100322, length: 75 bases
1505) start: 100419, stop: 100430, length: 12 bases
1506) start: 100422, stop: 100430, length: 9 bases
1507) start: 100447, stop: 100485, length: 39 bases
1508) start: 100489, stop: 100506, length: 18 bases
1509) start: 100593, stop: 100622, length: 30 bases
1510) start: 100647, stop: 100691, length: 45 bases
1511) start: 100665, stop: 100691, length: 27 bases
1512) start: 100675, stop: 100797, length: 123 bases
1513) start: 100696, stop: 100797, length: 102 bases
1514) start: 100746, stop: 100853, length: 108 bases
1515) start: 100846, stop: 100863, length: 18 bases
1516) start: 100855, stop: 100863, length: 9 bases
1517) start: 100921, stop: 100956, length: 36 bases
1518) start: 100991, stop: 101026, length: 36 bases
1519) start: 100994, stop: 101026, length: 33 bases
1520) start: 101019, stop: 101084, length: 66 bases
1521) start: 101046, stop: 101084, length: 39 bases
1522) start: 101133, stop: 101225, length: 93 bases
1523) start: 101169, stop: 101225, length: 57 bases
1524) start: 101217, stop: 101225, length: 9 bases
1525) start: 101232, stop: 101312, length: 81 bases
1526) start: 101243, stop: 101251, length: 9 bases
1527) start: 101257, stop: 101280, length: 24 bases
1528) start: 101305, stop: 101319, length: 15 bases
1529) start: 101316, stop: 101384, length: 69 bases
1530) start: 101319, stop: 101384, length: 66 bases
1531) start: 101475, stop: 101489, length: 15 bases
1532) start: 101591, stop: 101626, length: 36 bases
1533) start: 101685, stop: 101729, length: 45 bases
1534) start: 101713, stop: 101784, length: 72 bases
1535) start: 101781, stop: 101939, length: 159 bases
1536) start: 101880, stop: 101939, length: 60 bases
1537) start: 101980, stop: 102024, length: 45 bases
1538) start: 101990, stop: 102001, length: 12 bases
1539) start: 102247, stop: 102264, length: 18 bases
1540) start: 102362, stop: 102376, length: 15 bases
1541) start: 102553, stop: 102573, length: 21 bases
1542) start: 102558, stop: 102569, length: 12 bases
1543) start: 102603, stop: 102626, length: 24 bases
1544) start: 102609, stop: 102626, length: 18 bases
1545) start: 102633, stop: 102764, length: 132 bases
1546) start: 102703, stop: 102714, length: 12 bases
1547) start: 102711, stop: 102764, length: 54 bases
1548) start: 102771, stop: 103001, length: 231 bases
1549) start: 102793, stop: 102846, length: 54 bases
1550) start: 102871, stop: 102894, length: 24 bases
1551) start: 102986, stop: 103315, length: 330 bases
1552) start: 103011, stop: 103085, length: 75 bases
1553) start: 103106, stop: 103315, length: 210 bases
1554) start: 103110, stop: 103124, length: 15 bases
1555) start: 103143, stop: 103157, length: 15 bases
1556) start: 103716, stop: 103739, length: 24 bases
1557) start: 103951, stop: 103956, length: 6 bases
1558) start: 104029, stop: 104085, length: 57 bases
1559) start: 104180, stop: 104191, length: 12 bases
1560) start: 104267, stop: 104275, length: 9 bases
1561) start: 104287, stop: 104322, length: 36 bases
1562) start: 104290, stop: 104322, length: 33 bases
1563) start: 104324, stop: 104380, length: 57 bases
1564) start: 104364, stop: 104417, length: 54 bases
1565) start: 104414, stop: 104590, length: 177 bases
1566) start: 104511, stop: 104579, length: 69 bases
1567) start: 104538, stop: 104579, length: 42 bases
1568) start: 104554, stop: 104667, length: 114 bases
1569) start: 104608, stop: 104667, length: 60 bases
1570) start: 104627, stop: 104809, length: 183 bases
1571) start: 104630, stop: 104809, length: 180 bases
1572) start: 104703, stop: 104777, length: 75 bases
1573) start: 104792, stop: 104809, length: 18 bases
1574) start: 104842, stop: 104925, length: 84 bases
1575) start: 104943, stop: 104990, length: 48 bases
1576) start: 104946, stop: 104990, length: 45 bases
1577) start: 105045, stop: 105149, length: 105 bases
1578) start: 105133, stop: 105159, length: 27 bases
1579) start: 105183, stop: 105293, length: 111 bases
1580) start: 105198, stop: 105293, length: 96 bases
1581) start: 105341, stop: 105382, length: 42 bases
1582) start: 105392, stop: 105400, length: 9 bases
1583) start: 105397, stop: 105516, length: 120 bases
1584) start: 105500, stop: 105559, length: 60 bases
1585) start: 105567, stop: 105575, length: 9 bases
1586) start: 105594, stop: 105617, length: 24 bases
1587) start: 105665, stop: 105697, length: 33 bases
1588) start: 105748, stop: 105762, length: 15 bases
1589) start: 106016, stop: 106048, length: 33 bases
1590) start: 106050, stop: 106064, length: 15 bases
1591) start: 106081, stop: 106098, length: 18 bases
1592) start: 106115, stop: 106213, length: 99 bases
1593) start: 106377, stop: 106406, length: 30 bases
1594) start: 106435, stop: 106446, length: 12 bases
1595) start: 106544, stop: 106672, length: 129 bases
1596) start: 106631, stop: 106672, length: 42 bases
1597) start: 106642, stop: 106662, length: 21 bases
1598) start: 106686, stop: 106901, length: 216 bases
1599) start: 106696, stop: 106704, length: 9 bases
1600) start: 106733, stop: 106762, length: 30 bases
1601) start: 106755, stop: 106901, length: 147 bases
1602) start: 106924, stop: 106929, length: 6 bases
1603) start: 106942, stop: 107007, length: 66 bases
1604) start: 106984, stop: 107007, length: 24 bases
1605) start: 106991, stop: 106999, length: 9 bases
1606) start: 107007, stop: 107231, length: 225 bases
1607) start: 107053, stop: 107166, length: 114 bases
1608) start: 107075, stop: 107092, length: 18 bases
1609) start: 107095, stop: 107166, length: 72 bases
1610) start: 107110, stop: 107166, length: 57 bases
1611) start: 107116, stop: 107166, length: 51 bases
1612) start: 107135, stop: 107188, length: 54 bases
1613) start: 107206, stop: 107274, length: 69 bases
1614) start: 107237, stop: 107260, length: 24 bases
1615) start: 107450, stop: 107536, length: 87 bases
1616) start: 107530, stop: 107553, length: 24 bases
1617) start: 107582, stop: 107593, length: 12 bases
1618) start: 107655, stop: 107828, length: 174 bases
1619) start: 107929, stop: 107961, length: 33 bases
1620) start: 107940, stop: 108035, length: 96 bases
1621) start: 108078, stop: 108110, length: 33 bases
1622) start: 108166, stop: 108219, length: 54 bases
1623) start: 108244, stop: 108348, length: 105 bases
1624) start: 108266, stop: 108322, length: 57 bases
1625) start: 108272, stop: 108322, length: 51 bases
1626) start: 108307, stop: 108348, length: 42 bases
1627) start: 108319, stop: 108348, length: 30 bases
1628) start: 108420, stop: 108485, length: 66 bases
1629) start: 108425, stop: 108430, length: 6 bases
1630) start: 108462, stop: 108485, length: 24 bases
1631) start: 108542, stop: 108565, length: 24 bases
1632) start: 108597, stop: 108608, length: 12 bases
1633) start: 108713, stop: 108754, length: 42 bases
1634) start: 108773, stop: 108784, length: 12 bases
1635) start: 108793, stop: 108879, length: 87 bases
1636) start: 108868, stop: 108879, length: 12 bases
1637) start: 108941, stop: 108955, length: 15 bases
1638) start: 108962, stop: 109018, length: 57 bases
1639) start: 108967, stop: 109032, length: 66 bases
1640) start: 109105, stop: 109161, length: 57 bases
1641) start: 109114, stop: 109161, length: 48 bases
1642) start: 109164, stop: 109181, length: 18 bases
1643) start: 109206, stop: 109424, length: 219 bases
1644) start: 109372, stop: 109512, length: 141 bases
1645) start: 109517, stop: 109549, length: 33 bases
1646) start: 109620, stop: 109643, length: 24 bases
1647) start: 109661, stop: 109795, length: 135 bases
1648) start: 109831, stop: 109908, length: 78 bases
1649) start: 109966, stop: 110058, length: 93 bases
1650) start: 110266, stop: 110325, length: 60 bases
1651) start: 110274, stop: 110285, length: 12 bases
1652) start: 110460, stop: 110504, length: 45 bases
1653) start: 110488, stop: 110508, length: 21 bases
1654) start: 110505, stop: 110537, length: 33 bases
1655) start: 110579, stop: 110614, length: 36 bases
1656) start: 110605, stop: 110667, length: 63 bases
1657) start: 110630, stop: 110638, length: 9 bases
1658) start: 110726, stop: 110743, length: 18 bases
1659) start: 110737, stop: 110802, length: 66 bases
1660) start: 110749, stop: 110802, length: 54 bases
1661) start: 110779, stop: 110802, length: 24 bases
1662) start: 110803, stop: 110808, length: 6 bases
1663) start: 110894, stop: 110977, length: 84 bases
1664) start: 111002, stop: 111013, length: 12 bases
1665) start: 111034, stop: 111156, length: 123 bases
1666) start: 111047, stop: 111076, length: 30 bases
1667) start: 111149, stop: 111163, length: 15 bases
1668) start: 111153, stop: 111200, length: 48 bases
1669) start: 111165, stop: 111200, length: 36 bases
1670) start: 111218, stop: 111265, length: 48 bases
1671) start: 111245, stop: 111265, length: 21 bases
1672) start: 111251, stop: 111265, length: 15 bases
1673) start: 111305, stop: 111388, length: 84 bases
1674) start: 111477, stop: 111593, length: 117 bases
1675) start: 111483, stop: 111593, length: 111 bases
1676) start: 111505, stop: 111519, length: 15 bases
1677) start: 111538, stop: 111567, length: 30 bases
1678) start: 111613, stop: 111630, length: 18 bases
1679) start: 111694, stop: 111723, length: 30 bases
1680) start: 111705, stop: 111713, length: 9 bases
1681) start: 111724, stop: 111747, length: 24 bases
1682) start: 111860, stop: 111958, length: 99 bases
1683) start: 111929, stop: 111958, length: 30 bases
1684) start: 111998, stop: 112126, length: 129 bases
1685) start: 112084, stop: 112227, length: 144 bases
1686) start: 112092, stop: 112103, length: 12 bases
1687) start: 112110, stop: 112310, length: 201 bases
1688) start: 112273, stop: 112281, length: 9 bases
1689) start: 112352, stop: 112657, length: 306 bases
1690) start: 112401, stop: 112421, length: 21 bases
1691) start: 112438, stop: 112494, length: 57 bases
1692) start: 112689, stop: 112706, length: 18 bases
1693) start: 112814, stop: 112930, length: 117 bases
1694) start: 112821, stop: 112982, length: 162 bases
1695) start: 112988, stop: 113197, length: 210 bases
1696) start: 113001, stop: 113030, length: 30 bases
1697) start: 113104, stop: 113112, length: 9 bases
1698) start: 113115, stop: 113141, length: 27 bases
1699) start: 113168, stop: 113197, length: 30 bases
1700) start: 113194, stop: 113280, length: 87 bases
1701) start: 113215, stop: 113280, length: 66 bases
1702) start: 113224, stop: 113280, length: 57 bases
1703) start: 113347, stop: 113367, length: 21 bases
1704) start: 113464, stop: 113502, length: 39 bases
1705) start: 113468, stop: 113533, length: 66 bases
1706) start: 113566, stop: 113577, length: 12 bases
1707) start: 113840, stop: 113899, length: 60 bases
1708) start: 113948, stop: 114082, length: 135 bases
1709) start: 114006, stop: 114017, length: 12 bases
1710) start: 114163, stop: 114180, length: 18 bases
1711) start: 114191, stop: 114199, length: 9 bases
1712) start: 114215, stop: 114229, length: 15 bases
1713) start: 114226, stop: 114243, length: 18 bases
1714) start: 114233, stop: 114289, length: 57 bases
1715) start: 114246, stop: 114266, length: 21 bases
1716) start: 114261, stop: 114266, length: 6 bases
1717) start: 114323, stop: 114544, length: 222 bases
1718) start: 114523, stop: 114540, length: 18 bases
1719) start: 114726, stop: 114809, length: 84 bases
1720) start: 114806, stop: 114829, length: 24 bases
1721) start: 114850, stop: 114981, length: 132 bases
1722) start: 114863, stop: 114946, length: 84 bases
1723) start: 114943, stop: 114981, length: 39 bases
1724) start: 115037, stop: 115096, length: 60 bases
1725) start: 115062, stop: 115085, length: 24 bases
1726) start: 115082, stop: 115096, length: 15 bases
1727) start: 115111, stop: 115119, length: 9 bases
1728) start: 115215, stop: 115346, length: 132 bases
1729) start: 115377, stop: 115400, length: 24 bases
1730) start: 115784, stop: 115816, length: 33 bases
1731) start: 115820, stop: 115927, length: 108 bases
1732) start: 115823, stop: 115927, length: 105 bases
1733) start: 115974, stop: 116120, length: 147 bases
1734) start: 115984, stop: 116010, length: 27 bases
1735) start: 116057, stop: 116164, length: 108 bases
1736) start: 116115, stop: 116120, length: 6 bases
1737) start: 116148, stop: 116231, length: 84 bases
1738) start: 116221, stop: 116271, length: 51 bases
1739) start: 116234, stop: 116260, length: 27 bases
1740) start: 116237, stop: 116260, length: 24 bases
1741) start: 116246, stop: 116260, length: 15 bases
1742) start: 116260, stop: 116271, length: 12 bases
1743) start: 116281, stop: 116292, length: 12 bases
1744) start: 116313, stop: 116324, length: 12 bases
1745) start: 116319, stop: 116324, length: 6 bases
1746) start: 116398, stop: 116406, length: 9 bases
1747) start: 116487, stop: 116522, length: 36 bases
1748) start: 116528, stop: 116779, length: 252 bases
1749) start: 116541, stop: 116663, length: 123 bases
1750) start: 116678, stop: 116779, length: 102 bases
1751) start: 116804, stop: 116815, length: 12 bases
1752) start: 116862, stop: 116879, length: 18 bases
1753) start: 117038, stop: 117082, length: 45 bases
1754) start: 117087, stop: 117173, length: 87 bases
1755) start: 117093, stop: 117173, length: 81 bases
1756) start: 117156, stop: 117173, length: 18 bases
1757) start: 117160, stop: 117252, length: 93 bases
1758) start: 117215, stop: 117379, length: 165 bases
1759) start: 117386, stop: 117499, length: 114 bases
1760) start: 117692, stop: 117712, length: 21 bases
1761) start: 117740, stop: 117754, length: 15 bases
1762) start: 117797, stop: 117814, length: 18 bases
1763) start: 117811, stop: 117864, length: 54 bases
1764) start: 117851, stop: 117910, length: 60 bases
1765) start: 117891, stop: 117932, length: 42 bases
1766) start: 117979, stop: 118053, length: 75 bases
1767) start: 118015, stop: 118053, length: 39 bases
1768) start: 118057, stop: 118116, length: 60 bases
